config,code_name,quant_bits,effective_sparsity,active_dim,vivado_lut,vivado_dsp,vivado_ff,vivado_bram_18k,wns_ns,timing_status,resource_source
Q8-S0,q8_s0_attn_sparse,8,0%,16,14019,124,13373,15,+0.330,PASS,vivado_implementation
