config,attn_dim,accuracy_software,hls_latency_cycles,vivado_lut,vivado_dsp,vivado_ff,vivado_bram,timing_pass,wns_ns,bit_path,hwh_path,implementation_report_path
Q16-QKSv2-D14,14,95.12,86812,13344,147,12735,15,PASS,0.494,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d14/vivado/q16_qksv2_d14.bit,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d14/vivado/q16_qksv2_d14.hwh,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d14/vivado/q16_qksv2_d14_vivado/q16_qksv2_d14_vivado.runs/impl_1
