best_epoch,best_val_f1,test_loss,test_accuracy,test_precision,test_recall,test_f1,training_seconds
20,0.9599193482466417,0.28227290058127896,0.8480663654472137,0.7861888569186503,0.9945292508603194,0.8781713528833137,71.25030110699981
