config_old_name,paper_name,quant_bits,nominal_sparsity,actual_sparsity,active_dim,latency_min_cycles,latency_max_cycles,interval_cycles,estimated_clock_ns,bram,dsp,ff,lut,csynth_pass,csynth_report_path
q16_s20_attn_sparse,Q16-QKS20,16,20%,18.75%,13,76374,76374,76375,~7.9,13,156,11680,25700,TRUE,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s20_attn_sparse/q16_s20_attn_sparse/solution1/syn/report/csynth.rpt
