config_old_name,paper_name,nominal_sparsity,actual_sparsity,active_dim,lut,dsp,ff,bram,timing_pass,wns_ns,resource_source,bit_path,hwh_path
q16_s20_attn_sparse,Q16-QKS20,20%,18.75%,13,14041,156,12945,15,TRUE,+0.421,vivado_implementation,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s20_attn_sparse/vivado/q16_s20_attn_sparse.bit,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s20_attn_sparse/vivado/q16_s20_attn_sparse.hwh
