experiment_id,quant_bits,sparsity_percent,csim_status,prediction_match_rate_vs_q32,hw_label_accuracy,ref_label_accuracy,max_abs_error_vs_q32,mean_abs_error_vs_q32,BRAM,DSP,FF,LUT,latency_cycles,interval_cycles,latency_us_at_100MHz,pynq_z2_fit,notes
e1_q8_s0_dense,8,0,PASS,0.9750,0.9100,0.8850,0.4222,0.0759,13,124,11127,25378,75843,75844,758.43,TRUE,"Q8 dense S0 CSIM PASSED. DSP=124 (vs Q16 156, -20.5%). LUT=25378 (flat vs Q16). SW acc=91.00%. NOT Vivado. NOT PYNQ."
