config,code_name,quant_bits,effective_sparsity,active_dim,vivado_lut,vivado_dsp,vivado_ff,vivado_bram_18k,wns_ns,timing_status,resource_source,resource_report_path
Q16-S10,q16_s10_attn_sparse,16,12.5%,14,14035,156,12945,15,+0.389,PASS,vivado_implementation,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse_vivado_prj/q16_s10_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q16_q16_s10_attn_sparse_design_wrapper_utilization_placed.rpt
