config_old_name,paper_name,nominal_sparsity,actual_sparsity,active_dim,lut,dsp,ff,bram,timing_pass,wns_ns,resource_source,bit_path,hwh_path
q16_s10_attn_sparse,Q16-QKS10,10%,12.5%,14,14035,156,12945,15,TRUE,+0.389,vivado_implementation,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse.bit,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q16_s10_attn_sparse/vivado/q16_s10_attn_sparse.hwh
