config,attn_dim,accuracy_software,hls_latency_cycles,vivado_lut,vivado_dsp,vivado_ff,vivado_bram,timing_pass,wns_ns,bit_path,hwh_path,implementation_report_path
Q16-QKSv2-D11,11,95.18,81022,13347,148,12779,15,PASS,0.492,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d11/vivado/q16_qksv2_d11.bit,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d11/vivado/q16_qksv2_d11.hwh,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d11/vivado/q16_qksv2_d11_vivado/q16_qksv2_d11_vivado.runs/impl_1
