dense_token_iterations,fake_mask_token_iterations,real_esla_token_iterations,dense_mac_estimate,fake_mask_mac_estimate,real_esla_mac_estimate,dense_bram_read_estimate,fake_mask_bram_read_estimate,real_esla_bram_read_estimate,mean_active_tokens,effective_sparsity,mac_reduction_ratio,bram_read_reduction_ratio,accuracy,f1,prediction_match_rate_vs_dense
55104,55104,43999,198484608,198484608,172721008,174569472,174569472,144521344,12.775551684088269,0.2015280197444832,0.12980150077934505,0.1721270486514389,0.9500580720092915,0.9708672086720866,0.9727061556329849
