model_id,candidate_name,accuracy,precision,recall,f1,prediction_match_rate_vs_python_reference,prediction_match_rate_vs_dense,max_abs_error,mean_abs_error,nan_samples,inf_samples,active_token_count,skipped_token_count,mac_reduction_ratio,bram_read_reduction_ratio,dense_token_count,dense_kv_mac_count,esla_kv_mac_count,dense_total_mac_estimate,esla_total_mac_estimate,dense_bram_read_proxy,esla_bram_read_proxy,active_index_element_match_rate
Q16-ESLA-K13,Q16-ESLA-K13,0.947444831591,0.965970350404,0.972853749576,0.969399830938,0.994192799071,0.970092915215,0.827722072601,0.103808606991,0,0,13,3,0.120766240977,0.159090909091,16,4096,3328,57632,50672,50688,42624,0.998436522827
