config,attn_dim,accuracy,precision,recall,f1,num_samples,num_repeats,kernel_us_mean,kernel_us_p50,kernel_us_p95,buf_write_us_mean,cache_flush_us_mean,register_setup_us_mean,output_readback_us_mean,classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,total_vit4mal_aligned_us_mean,total_vit4mal_aligned_us_p50,total_vit4mal_aligned_us_p95,total_vit4mal_aligned_us_std,notes
Q16-QKSv2-S0,16,0.936411,0.980959,0.944011,0.962130,3444,5,1006.20,1005.76,1010.56,58.5771,160.6422,0.0000,189.6788,126.8678,0.0000,0.0000,1541.9669,1532.0005,1582.5676,47.2830,weight_transfer=0(static_bitstream); patch_embedding=0(inside_FPGA_IP); register_setup=0(once_at_init); accuracy=0.9364_f1=0.9621_match=0.9846
