config,attn_dim,accuracy,precision,recall,f1,num_samples,num_repeats,kernel_us_mean,kernel_us_p50,kernel_us_p95,buf_write_us_mean,cache_flush_us_mean,register_setup_us_mean,output_readback_us_mean,classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,total_vit4mal_aligned_us_mean,total_vit4mal_aligned_us_p50,total_vit4mal_aligned_us_p95,total_vit4mal_aligned_us_std,notes
Q16-QKSv2-S20,13,0.941057,0.979385,0.951137,0.965054,3444,5,948.27,945.72,958.49,62.8049,171.2455,0.0000,201.5271,137.9495,0.0000,0.0000,1521.7979,1510.2465,1566.0644,65.1674,weight_transfer=0(static_bitstream); patch_embedding=0(inside_FPGA_IP); register_setup=0(once_at_init); accuracy=0.9411_f1=0.9651_match=0.9916
