config,code_name,quant_bits,effective_sparsity,active_dim,vivado_lut,vivado_dsp,vivado_ff,vivado_bram_18k,wns_ns,timing_status,resource_source,resource_report_path
Q8-S30,q8_s30_attn_sparse,8,31.25%,11,14031,124,13395,15,+0.539,PASS,vivado_implementation,experiments/imgds_linear_sparse/final_paper_experiments/experiment1_sparse_board/hls_projects/q8_s30_attn_sparse/vivado/q8_s30_attn_sparse_vivado_prj/q8_s30_attn_sparse_vivado_prj.runs/impl_1/imgds_linear_dense_q8_q8_s30_attn_sparse_design_wrapper_utilization_placed.rpt
