config,attn_dim,accuracy,precision,recall,f1,num_samples,num_repeats,kernel_us_mean,kernel_us_p50,kernel_us_p95,buf_write_us_mean,cache_flush_us_mean,register_setup_us_mean,output_readback_us_mean,classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,total_vit4mal_aligned_us_mean,total_vit4mal_aligned_us_p50,total_vit4mal_aligned_us_p95,total_vit4mal_aligned_us_std,notes
Q16-QKSv2-S30,11,0.938444,0.979993,0.947404,0.963423,3444,5,909.65,908.16,919.56,60.0007,163.6054,0.0000,193.6708,131.0564,0.0000,0.0000,1457.9794,1443.0160,1516.2714,52.2731,weight_transfer=0(static_bitstream); patch_embedding=0(inside_FPGA_IP); register_setup=0(once_at_init); accuracy=0.9384_f1=0.9634_match=0.9890
