config,attn_dim,accuracy_software,hls_latency_cycles,vivado_lut,vivado_dsp,vivado_ff,vivado_bram,timing_pass,wns_ns,bit_path,hwh_path,implementation_report_path
Q16-QKSv2-D16,16,94.19,90650,13322,147,12733,15,PASS,0.254,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d16/vivado/q16_qksv2_d16.bit,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d16/vivado/q16_qksv2_d16.hwh,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d16/vivado/q16_qksv2_d16_vivado/q16_qksv2_d16_vivado.runs/impl_1
