config,attn_dim,actual_sparsity,accuracy,precision,recall,f1,fpga_kernel_latency_us,fpga_inference_time_vit4mal_aligned_ms_mean,fpga_inference_time_vit4mal_aligned_ms_p50,fpga_inference_time_vit4mal_aligned_ms_p95,fpga_inference_time_vit4mal_aligned_ms_std,buffer_write_us_mean,cache_flush_us_mean,register_setup_us_mean,fpga_kernel_us_mean,output_readback_us_mean,decoder_classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,speedup_vs_vit4mal_0p81s,speedup_vs_vit4mal_1p48s,weight_transfer_policy,patch_embedding_policy,decoder_policy,num_samples,num_repeats
Q16-QKSv2-S0,16,0%,0.936411,0.980959,0.944011,0.962130,1004.29,1.573641,1.564530,1.605184,0.045344,62.5981,168.7687,0.0000,1004.2852,199.9059,138.0829,0.0000,0.0000,514.7,940.5,static_in_bitstream,inside_fpga_ip,inside_fpga_ip_argmax_on_ps,3444,3
