config,attn_dim,accuracy,precision,recall,f1,num_samples,num_repeats,kernel_us_mean,kernel_us_p50,kernel_us_p95,buf_write_us_mean,cache_flush_us_mean,register_setup_us_mean,output_readback_us_mean,classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,total_vit4mal_aligned_us_mean,total_vit4mal_aligned_us_p50,total_vit4mal_aligned_us_p95,total_vit4mal_aligned_us_std,notes
Q16-QKSv2-S10,14,0.937863,0.980316,0.946386,0.963052,3444,5,972.47,972.00,977.97,61.9635,169.9555,0.0000,201.7372,136.8087,0.0000,0.0000,1542.9371,1532.1535,1590.8559,46.6203,weight_transfer=0(static_bitstream); patch_embedding=0(inside_FPGA_IP); register_setup=0(once_at_init); accuracy=0.9379_f1=0.9631_match=0.9866
