n_samples,mean_us,std_us,p50_us,p90_us,p99_us,unit,note
1000,202.40415199805284,222.0649111162271,134.24149983620737,296.0359997359774,826.0994198462868,us (microseconds),PyTorch CPU inference only. NOT PYNQ-Z2 time.
