node_count,initializer_count,MatMul,Add,Elu,Constant,Transpose,ReduceSum,Unsqueeze,Clip,Div,LayerNormalization,Relu,ReduceMean,Gemm
37,20,10,9,2,5,1,1,1,1,1,3,1,1,1
