model_id,d_model,ff_dim,quant_bits,vivado_status,BRAM_actual,DSP_actual,FF_actual,LUT_actual,q16_baseline_lut_actual,lut_delta_vs_q16_actual,q16_baseline_dsp_actual,dsp_delta_vs_q16_actual,pynq_z2_fit,bit_path,hwh_path,notes
small_B,8,16,16,write_bitstream Complete!,11,98,12154,13095,14004,-909,156,-58,TRUE,stage4_structural_small_models/vivado/small_B_q16_d8_ff16/small_b.bit,stage4_structural_small_models/vivado/small_B_q16_d8_ff16/small_b.hwh,small_B Vivado LUT=13095 (-6.5% vs Q16 14004). DSP=98 (-37%). BRAM=11. FF=12154. LUT below Q16 and ViT4Mal (16079). SW acc=95.18% > ViT4Mal rec 93.89%. STRONG second Pareto red point. RECOMMENDED for PYNQ deployment.
