config,attn_dim,actual_sparsity,accuracy,precision,recall,f1,fpga_kernel_latency_us,fpga_inference_time_vit4mal_aligned_ms_mean,fpga_inference_time_vit4mal_aligned_ms_p50,fpga_inference_time_vit4mal_aligned_ms_p95,fpga_inference_time_vit4mal_aligned_ms_std,buffer_write_us_mean,cache_flush_us_mean,register_setup_us_mean,fpga_kernel_us_mean,output_readback_us_mean,decoder_classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,speedup_vs_vit4mal_0p81s,speedup_vs_vit4mal_1p48s,weight_transfer_policy,patch_embedding_policy,decoder_policy,num_samples,num_repeats
Q16-QKSv2-S20,13,18.75%,0.941057,0.979385,0.951137,0.965054,948.83,1.519030,1.509178,1.565795,0.043432,62.8439,169.5919,0.0000,948.8301,199.4945,138.2696,0.0000,0.0000,533.2,974.3,static_in_bitstream,inside_fpga_ip,inside_fpga_ip_argmax_on_ps,3444,3
