config,attn_dim,accuracy_software,hls_latency_cycles,vivado_lut,vivado_dsp,vivado_ff,vivado_bram,timing_pass,wns_ns,bit_path,hwh_path,implementation_report_path
Q16-QKSv2-D13,13,95.18,84874,13349,148,12779,15,PASS,0.606,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d13/vivado/q16_qksv2_d13.bit,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d13/vivado/q16_qksv2_d13.hwh,/home/cym/prj2/finn/notebooks/icl_thesis-master/experiments/imgds_linear_sparse/final_paper_experiments/experiment1_qks_v2_physical_prune/hls_projects/q16_qksv2_d13/vivado/q16_qksv2_d13_vivado/q16_qksv2_d13_vivado.runs/impl_1
