config,attn_dim,actual_sparsity,accuracy,precision,recall,f1,fpga_kernel_latency_us,fpga_inference_time_vit4mal_aligned_ms_mean,fpga_inference_time_vit4mal_aligned_ms_p50,fpga_inference_time_vit4mal_aligned_ms_p95,fpga_inference_time_vit4mal_aligned_ms_std,buffer_write_us_mean,cache_flush_us_mean,register_setup_us_mean,fpga_kernel_us_mean,output_readback_us_mean,decoder_classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,speedup_vs_vit4mal_0p81s,speedup_vs_vit4mal_1p48s,weight_transfer_policy,patch_embedding_policy,decoder_policy,num_samples,num_repeats
Q16-QKSv2-S30,11,31.25%,0.938444,0.979993,0.947404,0.963423,910.87,1.475227,1.464991,1.525618,0.043686,62.2994,167.6048,0.0000,910.8658,198.1153,136.3421,0.0000,0.0000,549.1,1003.2,static_in_bitstream,inside_fpga_ip,inside_fpga_ip_argmax_on_ps,3444,3
