solution_name,top_function,target_part,target_clock_period_ns,estimated_clock_period_ns,latency_min_cycles,latency_max_cycles,interval_min_cycles,interval_max_cycles,BRAM_18K,DSP48E,FF,LUT,URAM,metrics_source,report_path,xml_path,report_warning_count,report_error_count,copied_report_path,log_warning_count,log_error_count,resource_over_limit,dsp_or_lut_over_80_percent,timing_violation,can_continue_to_export_ip_vivado,recommendation,BRAM_18K_capacity,BRAM_18K_utilization_percent,DSP48E_capacity,DSP48E_utilization_percent,FF_capacity,FF_utilization_percent,LUT_capacity,LUT_utilization_percent
solution1,unsw_linear_transformer,xc7z020-clg400-1,10.0,8.567,7869,7869,7870,7870,176,258,71828,65546,0,/home/cym/prj2/finn/notebooks/icl_thesis-master/vitis_hls/unsw_linear_transformer_hls/unsw_linear_transformer_prj/solution1/syn/report/csynth.xml,/home/cym/prj2/finn/notebooks/icl_thesis-master/vitis_hls/unsw_linear_transformer_hls/unsw_linear_transformer_prj/solution1/syn/report/csynth.rpt,/home/cym/prj2/finn/notebooks/icl_thesis-master/vitis_hls/unsw_linear_transformer_hls/unsw_linear_transformer_prj/solution1/syn/report/csynth.xml,0,0,/home/cym/prj2/finn/notebooks/icl_thesis-master/results/linear_unsw_baseline/hls/csynth/unsw_linear_transformer_csynth.rpt,37,0,True,True,False,False,Stop: the float design exceeds PYNQ-Z2 resources. Convert to ap_fixed and/or optimize the structure before board accuracy testing.,280,62.857142857142854,220,117.27272727272727,106400,67.50751879699249,53200,123.20676691729324
