config,attn_dim,actual_sparsity,accuracy,precision,recall,f1,fpga_kernel_latency_us,fpga_inference_time_vit4mal_aligned_ms_mean,fpga_inference_time_vit4mal_aligned_ms_p50,fpga_inference_time_vit4mal_aligned_ms_p95,fpga_inference_time_vit4mal_aligned_ms_std,buffer_write_us_mean,cache_flush_us_mean,register_setup_us_mean,fpga_kernel_us_mean,output_readback_us_mean,decoder_classifier_us_mean,patch_embedding_us_mean,weight_transfer_us_mean,speedup_vs_vit4mal_0p81s,speedup_vs_vit4mal_1p48s,weight_transfer_policy,patch_embedding_policy,decoder_policy,num_samples,num_repeats
Q16-QKSv2-S10,14,12.5%,0.937863,0.980316,0.946386,0.963052,970.10,1.538668,1.527302,1.583311,0.102922,63.1183,169.1797,0.0000,970.0952,198.6332,137.6415,0.0000,0.0000,526.4,961.9,static_in_bitstream,inside_fpga_ip,inside_fpga_ip_argmax_on_ps,3444,3
