metric,value
config,q16_qksv2_d11
num_samples,3444
accuracy,0.938444
precision,0.979993
recall,0.947404
f1,0.963423
tp,2792
tn,440
fp,57
fn,155
latency_mean_us,1005.6999
latency_p50_us,1002.2770
latency_p95_us,1021.2486
latency_min_us,965.2060
latency_max_us,1344.5780
